Ano_1998,Ano_1999,Ano_2000,Ano_2001,Ano_2002,Ano_2003,Ano_2004,Ano_2005,Ano_2006,Ano_2007,Ano_2008,Ano_2009,Ano_2010,Ano_2011,Ano_2012,Ano_2013,Ano_2014,Ano_2015,Ano_2016,Ano_2017,Ano_2018,Ano_2019
-323.3,-56.3,-86.8,-119.2,16.7,-16,-35.7,-15.8,50.6,56.1,81.8,-87.7,-358.2,9.37,68.3,-327.3,27.6,-65.8,-191.5,-85.5,-84,63.7
8.17,-1.94,-28,-9.98,14,13.9,12.8,13.7,28.2,28.4,25.5,49.3,61.6,27.6,-46.3,-203.1,-40.8,-118.2,-29.7,-71.9,-99.7,-228.3
-130.6,-19.9,-104.7,-120.3,-63.9,-98.8,-17.4,-8.05,-15,5.11,-267.6,127.4,19.8,-31.2,-132.5,-20.9,5.17,22.4,478.9,600.9,444.5,251.1
-13.4,7.48,0.34,-0.962,-3.95,-0.16,0.504,0.6,0.518,0.71,0.742,0.101,1.07,1.73,2.34,2.21,2.73,2.34,2.51,3.55,3.31,4.26
-0.012,-0.087,13.4,25.1,11.6,-2.91,8.84,7.02,16,28.2,22.1,-1.48,44.6,53.2,-50.8,-107.9,-133,-142.8,-117.9,-37.4,-22.2,2.27
11.5,19.5,1.59,11,12.6,17.3,25.1,65.5,84.2,78.7,-17.3,-117,-240.3,-211.8,-186.1,-43.4,-39.4,-40.7,-7.22,-8.72,5.63,1.17
1.11,5.09,4.15,5.37,5.45,2.05,3.33,0.705,-0.886,1.02,2.1,2.49,5.04,6.56,8.31,-0.626,5.92,0.257,1.61,-3.06,-9.35,-11.6
-12.8,3.28,1.1,10.2,12.1,16,212.8,179.4,224.9,-0.178,-0.152,44.8,161.1,73.7,-67.2,-118.6,-157.5,-78.5,144.4,-44.4,-11,1.23
-7.75,54.8,20.8,17.3,22.9,-4.67,-30.4,6.91,35.3,27.2,33.8,229.1,313,329.1,351.2,282.4,170,151.8,294.8,240.5,409.1,331.8
-12.8,-5.54,-19.2,-8.73,6.42,-1.07,-3.32,-3.04,-2.62,-1.09,0.041,1.54,1.35,0.169,0.312,0.144,-0.574,0.282,1.32,0.511,0.602,-1.9
-17,2.74,-1.31,1,7.52,8.72,8.12,7.29,9.27,8.2,7.48,12.1,15.7,17.2,21.2,14.5,9.05,10.5,16,16.7,18.9,21.8
3.11,7.64,5.24,6.46,6.92,6.45,6.19,7.98,6.76,7.07,10.7,18.9,21.4,23.6,30.2,29.3,30.7,18.1,24,27.2,30.6,29.8
5.97,2.54,2.56,1.41,0.301,-0.216,0.888,0.45,0.073,0.18,-1,1.04,1.92,-0.842,2.63,3.53,1.37,0.853,0.852,0.555,0.834,0.282
1.7,2.3,0.863,0.739,0.92,0.704,0.624,0.437,0.774,0.668,0.624,2.43,3.63,3.87,4.97,4.27,4.77,4.8,8.79,7.63,7.03,8.07
-10.1,12.4,-1.55,6.91,24.5,24,24.2,27,30.5,34.2,34.3,48.1,38.2,50.8,54.7,49.6,53.2,53.2,56.1,50.6,60.6,58.2
4.41,2.97,0.99,1.2,0.883,-6.69,-2.61,-1.22,-0.482,-1.08,-6.28,-2.67,-6.86,-1.3,-1.85,0.9,2.55,5.32,2.26,-1.79,1.27,1.3
-12.6,2.67,-52.2,-34.5,24.5,-0.505,-4.1,-0.144,1.2,0.827,-5.17,1.17,3.5,5.45,5.11,2.58,-13.7,-14.9,-8.51,-10.4,-9.34,-7.36
2.41,21.1,0.25,3.83,-0.248,-4.92,-2.01,-1.24,-3.87,-1.69,-2.72,1.43,0.534,1.23,-4.49,-6.73,-7.16,-6.89,-2.49,-2.45,-1.77,-2.74
8.97,17.4,5.28,1.52,2.64,3.09,4.39,-0.835,4.29,6.27,0.468,16.3,8.53,3.13,9.1,7.06,4.73,1.4,2.49,-0.235,1.09,-0.016
195.4,447.7,330.5,286.6,334.5,310.4,277.3,273.9,177.8,232.9,239.8,510.6,625.8,729.2,573.9,488,585.8,625.7,662.8,769.9,726.6,1047
-20,263.2,136.1,213.1,281.3,246.2,331.7,392.5,574.9,570.8,542.2,759.5,972.1,1170.1,1388.7,1192.7,1107.7,1009.5,1262.5,1246.3,1245.3,1319.5
-1.6,11.2,6.09,7.66,5.88,0.816,4.86,2.31,7.14,8.24,14.5,24.4,32.7,40,41.9,35.4,2.64,-4.65,12.8,-3.92,10.8,23.3
-16.4,12.6,4.65,6.09,6.44,7.44,14.3,14.3,6.46,8.99,33.8,38.1,58.9,82.1,96.9,43.5,23.3,17.1,18.3,30.4,41.7,63.2
-0.503,-1.47,-8.22,-7.01,8.33,1.58,-10,-5.27,1.41,0.263,1.14,1.56,1.01,1.31,1.67,1.48,1.56,0.164,0.078,0.201,0.149,-0.866
15.6,12.5,-7.69,23,17.3,20.3,18.6,15.8,19.6,12.6,-10.8,2.86,-23.3,-19,-22.2,3.93,2.03,4.13,0.062,11.3,13.7,12.8
263.6,149.1,-325.6,-246.1,-296.4,-334.7,-268.4,19.4,-21.5,111.6,197.6,-123.3,73.4,22.9,32.1,206.9,126.5,229.9,145.3,457.1,735.8,397.9
-13.1,2.75,-0.046,2,-2.02,-4.52,-2.4,3.02,4.67,4.19,1.06,3.92,2.21,4.01,2.57,2.32,2.34,1.48,0.312,1.39,3.2,4.12
-135.6,107.3,-130.2,-10.2,161.4,70.3,19.9,106.7,96.2,150.1,211.1,402.8,472.1,519,647.4,542.1,565.4,420.2,317.3,177,103,176.1
70.9,298,116.3,122.6,158,122.1,93.2,29.8,135.2,216.9,235.2,433.7,603.1,679.8,647.6,325.8,525.3,369.5,568,591,501.7,635.4
-97.4,32.1,-18.8,7.56,-0.863,-0.815,0.429,7.1,-11.7,-1.53,10.2,28.2,67.5,128.1,106,30.6,-20.8,-29.5,-28.3,-33.4,-13,-45.8
205.8,313.7,244.5,231,150.4,193.7,216.4,236.5,233.4,317.5,213.9,274,161.1,212.3,-74.2,-273.9,-88.5,-137.6,125.1,136.9,-245.5,-135.1
-2.81,1.3,-2.06,0.979,4.69,0.755,-1.98,-0.872,0.458,2.25,4.25,8.48,11.5,17.7,18.7,14,13.6,0.06,4.38,11.8,10.5,6
3.42,3.98,2.97,2.89,0.757,1.34,1.81,1.7,-0.558,0.352,0.403,-1.01,-2.39,-1.94,-0.067,0.88,0.729,1.39,0.97,1.63,1.53,1.3
-54.3,-40.9,-7.9,-0.774,-4.12,-4.58,-1.04,-1.34,-1.71,-0.706,0.424,-2.85,-1.64,-4.78,-4.52,-1.91,-1.23,-7.4,-11.9,-4.69,-4.61,-5.2
-2.13,5.51,0.449,1.47,2.61,0.957,1.05,2.84,1.2,0.639,3.84,7.48,12.8,17.7,3.84,-24.8,-7.12,-18.1,-23.1,-23.3,-18.1,-29.2
-148.1,1.51,-51.6,-73.7,13.7,-24,-36.6,-19,-17.7,-24,-15.8,95.5,31.5,13.7,13.1,157.7,19,14.3,16.1,21.7,18,17.6
-22.3,-6.43,-14,-7.02,3.79,0.136,-2.14,-0.144,2.81,-3.42,-3.8,0.16,0.231,-0.292,-1.71,-0.655,-0.778,-1.67,-0.215,-0.29,-2.79,-0.101
-18.2,20,-20.2,-6.57,17.2,-1.83,-10.5,-12.9,-3.15,-1.52,0.585,22.5,25.3,26.7,29.3,20.5,31.5,20.1,17.2,17.7,36,11.7
-164.4,45.9,-129.8,-58.4,84,18.6,0.032,7.8,41.3,28.7,33.2,131.3,155.6,91,138.9,73.1,44.2,50.1,181.4,130.4,214.5,186.4
-7.53,0.811,-3.35,0.289,0.946,-0.933,-1.02,-0.36,0.125,3.79,0.175,3.15,-0.122,4.51,5.03,3.54,2.64,0.619,13,8.18,8.39,10.4
-6.21,-3.02,-12.7,-8.88,-1.82,-3.32,-3.29,-0.011,1.68,2.05,0.128,0,0.648,2.81,3.32,0.877,2.21,1.56,2.56,3.58,4.5,3.53
-40.3,48.8,2.44,10.5,59.6,64,83.5,102.5,118.4,121.8,105.3,154.1,197.1,218.4,237.5,208.6,219.6,197,230.9,240.2,230.2,246.7
4.06,1.86,2.55,1.33,-0.656,-2.72,-1.81,-0.321,-2.05,-0.554,0.608,-0.448,-0.322,-0.002,0.307,0.818,0.546,0.196,0.043,0.785,-0.077,-0.303
14.5,11.6,4.06,6.82,3.33,1.23,7.59,7.16,6.57,12.8,23,13.2,14.4,12.5,8.8,0.738,14,5.52,9.79,18.9,20.9,21.4
-0.058,1.56,1.81,1.57,1.93,2.13,3.7,2.84,3.3,3.89,5.15,4.75,5.58,7.37,10.7,6.8,4.95,4.24,4.05,1.47,1.66,0.416
-1.02,0.255,-0.077,0.163,0.261,0.294,0.871,0.643,0.476,0.947,1.27,0.413,1.15,1.64,1.43,1.6,0.91,0.276,0.699,1.29,0.348,-1.34
-17.9,-2.17,-5.82,-1.72,-8.15,-0.887,1.8,-0.169,-0.231,2.73,-0.335,-1.94,54.2,82.3,119.7,124.3,149.7,163.5,188,179.1,164,127.8
-20.6,15.7,29.9,27.7,16.7,17.2,22.1,18,21.2,22.7,-6.38,39.7,6.29,-14.6,12.3,32.5,52.3,20.7,8.32,-122.4,-45.4,-20.7
72.2,62,126.7,164.1,160.9,127,129,176.8,165,163.9,284.5,8.47,21.5,142,204,197.3,109.3,-171.6,-234.3,227,223.4,129
1.37,4.02,7.23,7.66,6.13,8.46,8.8,8.44,13.7,13.5,12.9,21.8,17.3,22,15,16,16.6,13.9,16,3.08,3.49,9.1
-1.85,0.207,-0.904,-1.26,-0.665,0.747,0.836,0.996,1.38,1.48,1.26,1.74,0.251,0.61,1.31,1.21,0.816,1.19,1.31,1.52,1.95,0.853
-2.73,10.2,10.5,6.14,9.9,5.25,6.71,4.78,29.5,41.3,-56.4,77.6,120,163.8,225.1,71.5,149.4,-31.5,134.6,98.2,105.5,196.1
-6.59,3.27,-8.18,0.426,4.41,1.9,-5.95,-4.17,1.02,-0.195,1.12,-1.12,1.1,5,6.7,5.31,5.04,-2.7,-56.7,-41.4,-3.66,-2.09
3.75,12.8,13.6,13.6,12.8,13.1,12.6,12.1,12.7,14.5,27.9,50.2,66.1,75.6,105.1,103.7,87.1,49,98,131.3,115.9,117.5
-49,0.548,12.9,6.5,3.17,4.16,7.84,9.75,17.9,14.1,-26.7,36.4,-13.7,-24.8,14.2,45.8,182.1,-72.7,-96.3,-162.2,-150.3,-41.9
109.9,-68.3,-561.1,-74.8,-73.5,-41.3,-41,37.9,-19.4,8.28,43.6,72.4,62.1,90.5,40.8,14.8,11.2,-11.7,0.882,41.2,251.7,184.3
2.58,2.13,2.16,2.42,2.41,0.986,1.15,1.47,1.35,1.62,-3.73,3.73,4.87,9.69,9.06,12.6,12.8,11.4,18.2,10.8,20.6,24.4
0.807,0.133,-0.464,0.063,-0.247,-0.068,-0.291,-0.095,-0.092,-0.123,-0.288,0.634,0.299,0.465,0.448,-0.388,0.196,-0.238,-0.221,-0.061,-0.411,0.169
-34.4,27.2,-77.1,3.05,59.8,41.1,48.7,33.9,48,88.7,120,106.6,153.5,232.4,142.4,82,98.7,59.3,57.8,74,28.9,25.5
23.1,10.1,4.93,13.6,2.18,2.01,7.19,7.33,9.24,10.5,4.64,4.56,52.5,69.1,69.1,34.1,22.3,-7.82,0.711,18.1,39,45.5
-22.2,-37.4,-59.8,-28,-43.5,-8.8,-0.186,0.342,2.63,0.984,3.76,5.11,4.36,4.89,5.25,3.55,-1.47,-2.39,-0.738,3.97,-1.5,0.322
9.49,2.76,-2.51,-0.176,1.95,0.995,0.996,0.745,1.14,2.05,3.08,5.68,5.6,6.3,5.96,4.94,3.3,1.69,0.143,0.202,-0.487,-0.81
6.35,3.04,1.82,1.14,-0.177,-0.062,0.077,-0.653,-3.16,-2.53,4.54,4.74,26.3,71.4,35.3,24.9,12.9,9.08,15.6,19.6,0.748,7.99
-8.28,6.09,-4.67,-4.29,0.06,0.388,2.08,5.09,6.6,5.34,-1.01,0.259,1.33,1.37,2.25,1.07,1.36,1.61,1.68,1.88,1.94,2.01
18.8,24.5,16.3,11.6,12.8,8.83,33.7,54.3,13.4,23.1,27.5,-0.177,13.5,16,13.2,8.66,28.7,28.5,15.6,14.8,11.5,11.1
-15.3,-0.801,-13.2,-7.44,4.62,1.09,-4.81,-4.15,0.647,0.048,0.269,0.507,0.686,0.843,1.19,1.33,1.7,1.98,1.9,2.04,2.71,4.06
10,9.1,9.78,8.88,8.01,9.66,10.6,10.3,11.5,14,13,19.7,23.2,33.9,38.2,37.9,43.5,41.7,48.6,53,57.2,58.8
38.8,54,46.4,42.9,37.4,66.5,83.1,147.1,207.2,271.7,328.6,493.8,524.5,557.4,651,568.6,570.9,424,367.2,165.8,288.6,231.4
4.75,-0.935,-44.3,-32.2,-4.28,-12.2,-19.9,-1.58,-0.713,3.28,-29.9,-18.7,-24.1,-30.3,-14.3,-26.2,-9.06,2.88,2.91,-1.67,0.42,-8.94
-291.7,2.26,-665.1,-253.8,51.7,20.6,-57.3,-18.3,27.4,22,22.4,145.1,127.6,170.2,196.9,109.8,75.8,-0.197,-10.3,-50.8,-49.9,32.4
0.103,3.21,0.079,0.459,2.67,1.8,0.359,0.952,0.733,1.98,2.79,3.73,9.01,9.86,12.5,7.15,11.6,4.12,0.188,6.24,11.5,7.6
-120.4,27.1,-52.3,-2.05,15.1,-2.92,-19.9,-12.2,7.77,5.16,3.91,6.43,9.51,3.58,1.87,-0.496,-10,-31,-2.76,-17.3,3.01,8.35
-129.4,27.6,-79.7,-4.18,-0.707,0.025,-0.782,-2.06,-1.29,-1.81,-1.56,-2.94,-0.684,-0.189,0.102,0.129,0.505,0.196,1.48,-0.714,-1.54,0.889
1.14,8.18,-6.12,-0.596,4.29,1.27,-7.43,-6.78,-2.78,-3.57,-8.97,4.51,1.56,-3.27,-1.91,-1.89,-1.48,-0.979,-1.39,-2.29,-1.89,-1.54
-58.8,14.6,-5.81,1.76,5.5,2.53,-4.42,7.89,8.18,8.19,2.24,2.13,9.2,16,23.3,11.9,14.7,14.9,32.6,25.5,24.2,30.4
-7.57,6.73,-12.1,-10,7.06,-0.735,-15,-0.57,4.3,3.57,3.82,12,15.5,42.4,89.1,72.7,55.5,35.3,14.1,3.68,14.6,17.8
-2.75,0.777,-5.48,2.85,8.37,6.12,4.22,9.39,13.1,9.47,8.3,26.8,28.8,31.9,35.2,26.5,31.2,27.9,18.5,27.8,27.2,13.3
1.23,0.411,0.256,2.92,5.02,0.974,-0.422,-1.84,2.85,-0.303,-3.84,7.53,0.45,3.78,3.98,-5.12,5.86,3.37,9.73,10.6,8.5,7.82
27.6,10.3,44.8,37.4,46.5,51.4,46.5,40.6,40.6,41.9,39.8,50.8,70,81.6,84.3,68.2,59.6,54.1,55.3,50.5,51.7,59.4
92.8,68.6,46.1,10,5.97,12.2,31.6,20.1,37.7,281.3,189.3,58.3,125.3,130.9,63.1,68.3,63.7,-1.24,26.3,45.5,-6.31,-67.1
-3.47,0.144,-1.48,0.685,0.272,0.044,-0.746,0.818,0.05,0.395,0.605,0.624,0.785,0.883,-0.271,-1.1,0.252,-0.111,0.106,-0.8,0.297,0.42
0.2,1.5,1.9,1.47,1.78,1.07,1.51,1.36,-1.41,0.221,-6.08,1.67,-1.24,0.273,-4.13,-15.5,2.01,0.06,2.76,-2.01,-2.62,-3.82
-11.2,20.8,-29.9,1.04,27.8,15.8,4.3,2.44,3.06,2.46,2.26,18.7,19.5,19.8,8.32,5.88,5.56,3.69,1.2,0.848,2.81,1.79
1.1,4.45,12.8,9.14,11.5,14.1,23.1,21.4,1.83,25.7,29,28.2,38.6,47.4,56.6,32,24.1,24.8,51.1,43.5,46.7,53
0.225,1.05,3.6,2.41,2.64,1.2,0.087,0.411,2.86,4.11,-12,10.2,22.2,18.9,48.8,36.4,30.4,50.8,69.3,76.8,66.7,101.3
7.98,18.6,11.6,20.7,18.2,11.8,24.6,8.03,3.36,5.01,4.83,4.68,5.47,9.02,9.3,14.4,1.79,-0.035,11.5,17.7,11.6,13.8
-129.3,93.1,-0.566,34.2,95.9,69.5,101.2,156.2,139.7,206.6,342.3,572.4,552.3,850.8,760.4,532.6,517.1,322.2,501.6,807.9,1103.5,1123.4
9.01,31.4,116.7,13.4,43.7,149,410.2,410.8,755.3,1677,443.3,211.2,582.9,452.3,91.4,55.5,236.9,69.8,5.17,-23,84.1,94
-26.9,1.15,-11.9,-4.41,2.59,-1.61,-6.97,0.091,5.99,8.17,1.01,8.02,1.86,14.6,18.2,4.24,-9.25,0.213,16.7,17.1,10.2,19
0.059,0.213,0.629,0.798,0.288,0.337,0.322,0.342,0.192,0.025,-0.051,0.005,-2.1,-2.3,0.57,0.025,0.032,0.042,0.077,0.084,0.167,-0.207
-64.4,19.6,-31.2,-11.6,12.1,-0.225,-13,-11.1,-1.91,-2.41,-2.16,-0.147,-0.062,0.285,0.018,-0.517,-0.243,0.221,0.378,-1.25,-1.62,-2.17
-10.1,2.64,-0.828,-0.41,1.51,0.548,-1.78,-1.27,0.634,4,3.83,7.1,4.46,14.4,8.68,7.1,4.6,10.3,21.2,10.5,8.49,20.8
-1.07,-1.92,-0.911,0.221,0.254,0.242,0.156,0.156,-1.88,-2.06,-1.29,-1.37,-1.33,-1.1,-0.67,-0.65,-0.558,-0.434,-0.557,0.019,-0.04,-0.104
-69.4,-90,-311.5,-154.1,205,78.1,29,7.11,20.1,9.58,-73.3,135.1,124.3,83.4,131.4,0.364,32.4,-24.1,76.5,12.4,-11.5,30.2
-46.7,-12.9,-51.2,12.4,50.3,-14.1,-39.8,-10.2,50.6,54.2,-28.2,74.3,132.9,176,279.3,144,154.6,42.8,110.1,149.2,125.9,211.3
-1.49,0.536,29.7,17.1,6.46,7.06,6.89,2.81,2.88,3.57,3.35,1.9,31,9.7,4.44,5.71,3.85,-9.44,6.62,11.4,39.7,12.4
4.15,9.21,8.09,6.69,9.11,10.6,13,13.1,15.9,16.8,15.2,18.6,19.1,20.7,20.4,18.1,19.5,12.3,15.1,18.4,14.3,14.7
-28.4,-67.5,-243.5,-122.3,96,33.2,16.5,3.1,-28.3,1.57,-20.4,7.97,8.22,48.5,10.9,14.7,-33.6,-28.9,-42,-3.1,0.729,-29.7
-2.43,-4.23,0.265,0.036,0.128,1.63,1.83,0.697,-0.425,0.101,-1.85,-5.02,0.262,0.768,1.03,1.3,1.2,0.614,0.286,0.296,0.564,-3.89
6.79,8.76,7.56,8.19,11.8,4.29,3.62,6.44,9.29,7.33,10.9,12.6,29.7,14.4,2.78,5.38,-0.655,-3.12,15.7,45.9,13.1,14.6
4.69,5.2,5.87,4.54,3.41,4.41,6.07,7.01,6.55,13.5,13.9,15.3,19,25,-2.04,-2.75,-8.11,-44.8,-20.5,-7.26,-48.1,-87.7
0.067,2.6,2.88,3.05,2.54,2.47,1.1,-3.74,-5.36,-2.86,1.52,5.88,4.31,5.85,4.31,6.25,1.19,-5.01,6.99,1.6,4.02,-0.954
6.68,8.8,9.41,11.9,14.1,15.4,66.1,117.3,210,286.8,435.9,360.7,421.7,524.6,497.8,228.8,187,56.1,70.6,-110.5,-304.9,-3587.5
1.8,2.49,2.8,2.86,3.2,4.29,11.2,-13.9,-89.6,6.9,18,8.19,8.75,19.1,43.5,59.2,66.1,60.7,35.2,46.9,2.88,-2.36
2.54,2.7,2.92,3,2.1,1.78,1.71,1.66,2.65,5.69,6.18,2.37,-2.66,-2.63,-11.4,-10.2,-4.32,4.93,-6.98,-8.66,-41.7,-58.9
3.1,2.12,1.35,2.75,3.1,3.3,3.99,5.71,13.1,26.8,30.1,60.3,72.8,65.2,80.7,78.9,117.3,110,182.9,207.2,180.4,143.3
11.6,-14.8,6.91,17.9,12.8,40.7,96.3,96.8,117.2,188.4,178.2,148.4,279.4,278.9,64.5,174.4,124.6,-1.54,0.332,46.5,82.5,106.9
-11.7,0.341,0.199,-6.46,-5.7,-5.98,-6.91,-5.11,-7.85,-6.65,-3.9,-19.6,-3.07,-15,-7.15,-5.22,-21.6,-4.32,-8.38,-11.9,-2.49,-0.754
-14.6,-83.7,-125,0.209,-132.2,-54.5,-25.2,33.7,136.1,149.2,185,37.4,-186.2,93.2,-204.7,-68,101.8,55,67.1,100,209.6,309.1
12.1,17.3,13.8,31.2,-0.724,0.508,1.74,-46,-11.2,-14.9,-166.2,38.3,-95.9,-11.7,-179.1,-196.4,-69.9,-121.8,-193.7,-71.2,-45.9,-56.8
4.13,3.94,3.07,-1.63,1.07,-12.1,-8.35,-15.1,22.9,6.99,25.1,32,43.9,64.9,49.9,43.3,66.4,86.4,81.4,86.7,114.8,118.2
7.26,8.13,9.03,8.89,6.91,4.75,4.22,2.72,4.87,7.89,4.67,6.18,5.43,0.116,-1.1,12.1,0.944,-9.14,-3.97,-3.44,5.21,3.78
2.04,5.23,5.86,-4.48,0.281,0.382,-11.7,-14.6,-7.09,-7.45,-13.9,4.77,6.7,44,17.5,-14.6,-1.18,-54.5,-8.91,6.19,-54,-1.53
13.8,7.67,7.46,-4.49,1.48,-3.44,8.75,9.4,21.4,50.9,55.9,138.7,251.9,92.2,-37.5,11.7,-203.1,-122.8,-133.7,-177.5,-109.6,-37
4.92,5.27,8.84,12.2,11.8,5.34,0.307,-14.8,-0.294,0.541,-11.7,-23.2,1.38,7.12,-1.93,-13.1,-0.23,-14.8,-0.319,-10.1,1.69,-8.58
97.3,99.5,102.6,103.3,138.6,200.5,250.4,144.3,206,780.4,287.1,1439.2,5226,6846.1,6665.4,6869.7,6865.8,6896.1,7220.4,8039,7613.6,5128.7
6.67,-14.2,-3,1.59,2.1,3.78,-0.1,-13.9,-9.65,-7.44,9.08,30,44.4,88.8,92,151,223.7,269.4,304.3,518.8,382,134
2.32,1.28,3.78,0.814,0.425,0.088,1.16,-37.3,-24.9,-31,-18.4,-21.4,-17.3,-29.2,-23.5,-27.9,-40,-35.5,-43.6,-49.7,-40.5,-42.7
155.9,340,589,258,366,103,39,57,4,193,173,-150,115,140,162,-105,174,308,395,410,416,224
7.57,-0.757,3.84,3.48,2.84,2.6,5.46,20.1,23.8,47.3,34.8,35,50.9,47.3,51.7,16.7,-7.72,-44,-18.3,-17.5,-54.8,-12.5
541.9,680.2,1131.5,981.4,1655,1140.3,1964.2,2937.8,3201.7,3826.5,4755.2,1997.7,3889.2,4729.5,4064.2,4791.3,4705.8,2580.9,2081.7,2720.6,2350.2,989.6
10.5,-6.22,0.716,-4.79,1.43,47.4,74.8,90.3,124.5,145.2,237.4,182.9,210.7,156.7,363.1,1078.9,1761.3,1720.1,1362.9,1170.1,1459.9,1484.3
25.8,26,31.5,34.4,62.1,161.8,122.2,15.3,67.8,125.3,-264.4,12.7,4.03,-159.4,-282.3,0.98,-210.6,-394.5,-34.1,439,491.2,266.3
2.26,0.587,1.01,1.89,2.01,2.64,2.65,0.851,2.09,0.96,1.15,3.78,2.69,0.036,1.67,2.91,3.87,4.58,5.77,5.66,5.29,6.35
0.829,4.73,-2.97,2.72,2.27,2.66,2.35,2.74,3.1,7.44,13.3,12.6,14.1,20.3,23.7,25.4,21.2,18.7,17.7,28.5,10.6,-17.1
1.02,-22,1.61,-39.2,-42.3,-97.1,-0.794,-0.866,-0.108,-5.38,-2.27,15.3,16.5,20.9,5.15,4.18,7.45,14.6,15.5,13.4,11.8,7.11
5.02,5.97,6.08,3.61,4.49,5.61,3.25,2.9,-14.7,9.67,5.21,7.97,10.7,13.9,19.8,15.7,17.2,6.79,10.6,9.79,8.9,7.82
3.25,3.73,3.8,3.83,2.86,2.07,-17.8,-13.6,-6,-7.82,0.969,15.6,23.6,27.8,29,38,37.5,23.1,20.9,50.2,59.4,49.5
26.4,41.5,47.9,31.3,70.7,107.7,92.8,95.1,95.4,184,226.3,151.2,217.3,54.2,-65,69.9,27.2,174.6,335.9,653.9,433.3,184.9
0.411,-2.25,0.819,-2.47,-6.25,-8.29,0.656,0.709,-5,-3.59,0.404,-2.03,-0.858,22.6,17.8,28.1,-3.93,35,-25.4,-34.6,25.4,-109
24.7,18.6,22.4,25.5,23.7,26.5,32,49.7,59.4,82.8,56.9,-90.8,18.2,77.9,-87.6,-101.6,20.4,29.4,28.8,111.9,80.8,26.8
4.02,3.71,2.8,1.27,-7.35,-21.9,0.261,-2.21,-3.85,18.4,1.38,3.88,-4.96,15.3,17.2,14.8,17.9,15.2,17.7,24.3,23.3,24.1
9.19,5.6,0.273,-10.6,-11.9,6.01,5.4,-19.8,-45.7,-79.2,-23.8,-17.8,-0.319,34.7,50.4,59.2,69.5,81.6,86.5,118.6,131.9,153.1
10.3,11.4,14.6,16.9,32.6,36.7,45.2,54.3,79.2,94.7,61.5,35.8,4.82,0.945,-10.3,-10.6,-22,-20.3,32.6,130.6,128.9,108.3
8.86,11.2,15.1,11.6,7.83,4.94,3.73,2.58,-2.46,-33.3,4.52,8.62,6.01,4.51,-3.24,4.27,-2.67,-22.6,6.4,3.45,-16.1,-4.9
6.95,2.86,3.1,3.82,3.47,1.21,-18.7,-17.5,16.7,45.6,76.4,42.2,99.7,111.4,45,58.1,28.1,0.922,-46.6,1.11,19,31.7
1.87,2.31,2.02,1.46,-16.5,-9.55,0.521,-5.16,-12.7,-3.54,-4.13,-1.64,-2.33,-3.21,-3.12,1.68,8.92,1.73,1.04,-0.242,0.399,1.57
36,40.8,27.7,18.9,11.4,8.06,3.6,1.58,0.159,4.48,-99.1,-18.6,-16,10.6,6.86,3.95,1.4,5.04,4.77,14.2,16.3,42.2
8.56,6.58,8.51,9.91,14.9,9.47,-11.6,0.387,-12.2,3.35,5.51,6.89,20.9,-1.61,-21.6,-17,-18.8,1.95,6.49,15.3,20.1,15.7
13.1,12.8,17.3,20.8,22.2,27.2,23.9,26,37,220.3,123.3,139.3,157.7,221.9,172.5,211,184.6,219.8,251,342.4,258.1,275.7
3.55,3.07,-0.398,0.176,0.878,2.75,3.8,5.61,6.93,7.3,12.6,16.9,23,27.9,41.5,52.8,63.6,45.3,57.7,81.2,44.8,58.1
4.96,9.61,11.7,10.5,14.2,12.3,7.12,8.82,4.46,-21.4,7.95,1.91,-18.5,-11.8,-20.2,36.9,10.2,-6.17,-11.9,88,113.1,271.8
7.61,9.13,10.2,11.7,9.62,5.83,-4.09,1.46,3.46,2.99,11,18.8,19.8,11.4,-3.36,-5.57,7.82,14.2,21.2,34.7,48.6,49.9
0.361,0.713,4.93,7.56,2.26,-5.01,-1.86,-35.8,3.71,4.93,-6.21,1.54,7.07,5.87,17,25.8,31.9,35.1,30.1,39.6,29.3,14
8.22,5.29,8.09,14.8,23.1,34.9,43.9,53.3,52.7,142.9,115,145.4,319,405.7,319.6,289.2,280.9,296.8,148.8,230.3,184.9,206
-9.09,-22.3,-14.1,4.65,6.23,7.41,8.31,9.7,11.7,20.1,31.7,27.7,32.5,38.6,42.8,48,51.1,48.3,50.1,75.2,73.6,137.8
17.9,19.2,22.5,20.1,13.1,8.28,5.91,6.01,4.73,2.47,0.668,-27.3,2.75,2.51,0.086,-7.13,7.48,5.7,7.54,24.5,13.8,23.8
3.34,1.83,3.37,3.6,6.15,4.96,-11.2,-32.4,-25.5,-3.43,-12.6,-10.4,3.06,-9.38,1.22,-0.544,-2.3,-3.58,-4.46,8.56,-0.379,0.276
30.8,29,32.1,26.7,27.6,25.6,30.2,35.5,40.7,45.9,53.9,159.3,192.4,243.2,263,307.6,325.7,342.4,452.9,559,639.9,645.2
18.1,13,16.4,24,26.9,27.2,52.9,66.7,80,114.7,191.9,186.2,258.9,293.5,198.9,31.4,6.33,9.11,86.8,191.1,161.8,98.6
14.9,15.1,17.9,18.8,21.6,25.2,12.5,17,27.9,53.9,44.3,52.8,37,119.7,68.4,63.7,66,110.7,95.6,94.3,62.8,87.7
