,Marca,Modelo,Linha,Sim,Tizen,Amazon Prime Video,Globoplay,Netflix,Youtube,Acesso à Internet,Assistente Pessoal,Controle com Comando de Voz,Grava Programação,HDR,Conversor Digital Integrado e Interativo (DTVi),LED,Tamanho da Tela,4K,Frequência Nativa,Bluetooth,Tecnologia DLNA,Wi-Fi integrado,Espelhamento de Tela,HDMI,LAN (Rede),USB,3 HDMI,Altura com base,Altura sem base,Largura,Profundidade com base,Profundidade sem base,price (avg),price (med),WebOS,Conversor Digital Integrado,Facebook,OLED,Design da Tela,4 HDMI,Android,Controle por Smartphone,Controle com Função Mouse,Função Estádio,Nano Cristal,IPS (In Plane Switching),2 HDMI,Picture in Picture(PiP),QLED,Frequência Máxima,ConnectShare,Slim,Saphi,Disney Plus,Tela Plana,Neo QLED,Roku,Sistema Operacional,One Connect,PC,VA (Vertically Aligned),Suporte para Controle por Movimento,HDMI 2.1,HDMI 2.0,Ultra Slim,Linux,Cartão de Memória,Vidaa,Fone de Ouvido P2,NFC,Full HD,HD,Suporte para Wi-Fi,8K,LCD,Super Slim,Spotify,Potência (RMS),Smart TV
212,TCL,65C715,False,True,False,True,True,True,True,True,True,False,False,True,False,False,65.0,True,60.0,True,False,True,False,True,False,True,True,100.0,False,164.5,19.0,False,4864.105833333333,4804.52,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,Samsung,LH43BETMLGGXZD,False,True,True,True,False,True,True,True,False,False,False,False,False,True,43.0,False,False,False,False,True,False,True,True,True,False,59.6,57.1,97.9,17.0,7.7,2151.0915,2036.03,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
214,Samsung,65Q80A,False,True,True,True,True,True,False,True,True,False,False,True,False,False,65.0,True,120.0,True,False,True,False,True,True,True,False,90.5,82.9,144.6,28.9,5.4,7343.755,7124.05,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,240.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,LG,75NANO75SPA,ThinQ AI,True,False,True,False,True,False,True,True,True,False,True,False,False,75.0,True,60.0,True,False,True,True,True,False,True,True,102.7,96.4,167.8,36.2,5.99,7443.365,6649.52,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,Philco,PTV43E10N5SF,False,True,False,True,True,True,True,True,False,False,False,False,False,True,43.0,False,60.0,False,False,True,False,True,False,True,False,False,False,97.0,False,False,2295.278333333333,1899.495,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
217,TCL,40S6500,False,True,False,False,True,True,True,True,False,True,True,True,True,True,40.0,False,60.0,True,True,True,False,True,True,True,False,57.7,51.9,90.5,18.5,7.6,2219.5216666666665,2085.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
218,Samsung,H49BENELGA/ZD,False,True,False,False,False,False,False,False,False,False,False,False,False,True,49.0,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,2414.79,2158.65,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
219,Panasonic,TC-40FS500B,False,True,False,False,False,True,True,False,False,False,False,False,False,True,40.0,False,60.0,False,False,True,True,True,True,True,False,56.8,52.3,90.6,21.5,8.5,2049.048333333333,1866.02,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
220,Philips,43PFG6825,False,True,False,True,False,True,True,True,False,False,False,True,False,True,43.0,False,False,True,False,True,False,True,False,True,True,61.7,55.7,95.5,23.2,7.1,2033.1108333333334,1899.99,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
221,Philco,PTV40G70N5CBLF,False,True,False,True,True,True,True,True,False,False,False,False,False,True,40.0,False,60.0,False,False,True,True,True,True,True,True,False,False,89.7,False,False,2096.665,1899.495,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
222,LG,OLED65G1PSA,ThinQ AI,True,False,True,False,True,True,True,True,False,False,True,False,False,65.0,True,120.0,True,False,False,False,True,False,True,False,97.0,83.0,144.6,17.3,1.99,13426.24,12999.0,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,Philco,PTV32G52S,False,True,False,False,True,True,True,True,False,False,False,False,False,True,32.0,False,60.0,False,False,True,True,True,True,True,False,48.0,False,73.0,7.8,False,1673.9975,1399.99,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
224,Samsung,QN65QN800AGXZD,False,True,True,True,True,True,True,True,True,True,True,True,True,False,65.0,False,120.0,True,True,True,True,True,True,True,False,89.74,82.84,144.37,30.06,1.69,14690.596666666666,12918.965,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,240.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
225,Philco,PTV39G60S,False,True,False,True,True,True,True,True,False,False,False,False,False,True,39.0,False,60.0,False,False,True,True,True,True,True,False,False,51.6,88.5,False,8.6,1941.701,1699.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
226,LG,60UN7310PSA,ThinQ AI,True,False,True,False,True,True,True,True,True,False,False,False,True,60.0,True,False,True,False,True,False,True,False,True,True,85.7,79.6,136.8,25.5,8.9,4399.0,4399.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
227,Multilaser,TL024,False,True,False,False,False,True,True,True,False,False,False,False,False,False,43.0,False,60.0,False,False,True,False,True,False,True,True,62.6,False,97.1,25.6,False,1879.4083333333333,1775.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
228,Philco,PTV40G71AGBL,False,True,False,True,True,True,False,True,False,False,False,False,False,True,40.0,False,60.0,False,False,True,False,True,True,True,False,False,False,89.6,False,False,2130.1058333333335,1999.9,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
229,Philco,PTV24G50SN,False,True,False,False,False,True,True,False,False,False,False,False,False,True,24.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1079.0,1079.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
230,TCL,32S5200,Android TV,True,False,True,True,True,True,True,False,True,False,True,False,True,32.0,False,60.0,True,False,True,False,True,True,True,False,False,False,False,False,False,2009.8883333333333,2025.9,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
231,Samsung,QN85Q70AAGXZD,False,True,True,True,True,True,True,True,True,True,False,True,False,False,85.0,True,120.0,True,False,True,True,False,False,False,False,115.3,108.6,190.1,36.8,2.6,17557.408333333333,17599.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,240.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
232,Samsung,QN75QN800AGXZD,False,True,True,True,False,True,True,True,True,True,True,True,True,False,75.0,False,120.0,True,True,True,True,True,True,True,False,False,95.5,167.0,False,1.7,20370.470833333333,19974.475,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,240.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
233,Philco,PTV42G10N5SKF,False,True,False,True,True,True,True,True,False,False,False,False,False,True,42.0,False,60.0,False,False,True,False,True,True,True,False,False,False,False,False,False,2031.4916666666668,2083.32,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
234,Philco,PTV65F82SSG,False,True,False,False,True,True,True,True,False,False,False,True,False,False,65.0,True,60.0,True,False,True,True,True,True,True,True,False,83.0,145.0,False,8.3,4781.38,3894.99,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,Philips,58PUG7625/78,False,True,False,True,False,True,True,True,False,False,False,True,False,True,58.0,True,60.0,True,False,True,True,True,True,False,False,82.1,75.1,146.0,27.5,8.55,3488.14,3514.915,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
236,Samsung,QN75Q800TAGXZD,False,True,True,True,True,True,True,True,True,True,False,True,False,False,75.0,False,120.0,True,False,True,False,True,True,True,False,105.4,95.8,167.2,31.7,2.5,18550.956666666665,20701.91,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
237,Multilaser,TL020,False,True,False,True,False,True,True,True,False,False,False,False,False,True,32.0,False,False,False,False,True,False,True,True,True,True,False,False,74.6,False,False,1508.9708333333333,1473.145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
238,Samsung,UN65AU9000GXZD,Crystal,True,True,True,True,True,True,True,True,True,True,True,True,True,65.0,True,60.0,True,True,True,True,True,True,True,True,89.7,83.2,145.1,29.0,2.5,6243.166666666667,6324.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,Samsung,QN65Q800TAGXZD,False,True,True,False,False,False,False,True,True,True,False,True,False,False,65.0,False,120.0,True,False,True,True,True,True,True,False,92.1,83.0,144.7,28.5,2.5,10567.303333333333,10520.96,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
240,Philco,PTV32N5SE10H,False,True,False,True,True,True,True,True,False,False,False,False,False,True,32.0,False,60.0,False,False,True,True,True,False,True,False,64.3,False,1.11,8.9,False,1780.1616666666666,1682.04,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
241,LG,82UP8050PSB,ThinQ AI,True,False,True,False,True,False,True,True,False,False,True,False,True,82.0,True,120.0,True,False,True,True,True,False,True,False,111.6,105.2,183.5,36.2,5.99,12665.075833333332,11874.05,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
242,Multilaser,TL030,False,True,False,True,False,True,True,True,False,False,False,False,True,True,40.0,False,60.0,False,False,True,False,True,True,True,False,False,False,90.4,False,False,1980.12,1799.98,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
243,Multilaser,TL027,False,True,False,False,False,True,True,False,False,False,False,False,False,True,43.0,False,False,False,False,True,False,True,True,True,True,56.0,False,97.0,9.3,False,2114.429166666667,1907.4450000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
244,Multilaser,TL031,False,True,False,True,False,True,True,True,False,False,False,False,False,False,32.0,False,False,False,False,False,False,True,True,True,False,False,False,81.0,False,False,1570.2433333333333,1519.9,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
245,Philips,43PFG5813,False,True,False,False,False,True,True,True,False,False,True,False,True,True,43.0,False,False,False,False,True,False,True,True,True,False,62.4,56.5,96.9,19.4,8.0,2718.712727272727,2649.74,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
246,LG,55NANO95SPA,ThinQ AI,True,False,True,False,True,False,True,True,True,False,True,False,False,55.0,False,60.0,True,False,True,True,True,False,True,False,78.1,71.6,123.3,25.7,4.55,7077.0225,6537.8,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
247,Philips,65PUG6794,False,True,False,False,False,True,True,False,False,False,False,False,False,True,65.0,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,4245.900909090909,4278.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,Samsung,UN55TU7000GXZD,Crystal,True,True,True,True,True,True,True,False,False,False,True,True,True,55.0,True,60.0,True,True,True,True,True,True,True,False,77.8,70.7,123.0,24.9,5.9,3859.0,4099.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,120.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,LG,75NANO95SNA,ThinQ AI,True,False,True,False,True,True,True,True,True,False,True,False,False,75.0,False,60.0,True,False,True,True,True,False,True,False,102.9,96.6,167.7,36.1,6.9,14153.146666666667,13629.525,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
250,Philco,PTV86P50SNSG,False,True,False,True,True,True,True,True,False,False,False,True,False,True,86.0,True,60.0,False,False,True,True,True,False,True,False,False,116.0,193.0,False,7.5,18755.731666666667,20291.845,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,TCL,32R5500,False,True,False,False,False,True,True,True,True,False,False,False,True,True,32.0,False,60.0,False,False,True,False,True,True,True,True,False,False,False,False,False,1366.6566666666668,1399.99,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
252,LG,75NANO95SPA,ThinQ AI,True,False,True,False,True,False,True,True,True,False,True,False,False,75.0,False,60.0,True,False,True,True,True,False,True,False,102.9,96.3,167.3,35.9,4.49,14367.89,14399.545,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
253,Samsung,QN85QN85AAGXZD,False,True,True,True,True,True,True,True,True,True,True,True,True,False,85.0,True,120.0,True,True,True,True,True,True,True,False,114.35,108.25,189.22,34.0,2.72,24984.555,23499.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,240.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,TCL,65P8M,False,True,False,False,True,True,True,True,True,True,True,True,True,True,65.0,True,60.0,True,False,True,True,True,True,True,True,89.7,84.0,145.6,26.4,7.4,4625.484545454546,4603.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,120.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,Philco,PTV32RCG70BLH,False,True,False,True,True,False,True,True,False,False,False,True,False,True,32.0,False,60.0,False,False,True,False,True,False,True,False,False,42.4,72.0,False,8.2,1498.9,1498.9,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
256,Samsung,QN75QN900AGXZD,False,True,True,True,True,True,True,True,True,True,True,True,True,False,75.0,False,120.0,True,True,True,True,True,True,True,False,101.66,94.56,165.48,32.05,1.54,56182.96363636364,52699.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,240.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
257,TCL,75X915,False,True,False,True,True,True,True,True,True,True,True,True,True,False,75.0,False,60.0,True,True,True,True,True,True,True,True,111.2,108.1,167.1,37.7,24.0,15999.0,15999.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
258,LG,75QNED99SPA,ThinQ AI,True,False,True,False,True,True,True,True,True,False,True,False,False,75.0,False,120.0,True,False,True,True,True,True,True,False,False,95.8,166.5,False,2.8,32467.677272727273,29999.9,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
259,Multilaser,TL026,False,True,False,False,False,True,True,True,False,False,False,False,False,True,32.0,False,60.0,False,False,True,False,True,True,True,True,46.3,False,74.5,15.0,False,1967.53,1683.565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
260,Philco,PTV43N5CG70BLF,False,True,False,False,False,False,False,False,False,False,False,False,False,True,43.0,False,60.0,False,False,False,False,True,True,True,True,False,False,96.0,False,False,2200.275,2224.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
261,Philco,PVT40M60S,False,True,False,False,False,True,True,False,False,False,False,False,False,True,40.0,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2285.9,2285.9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
262,LG,65NANO95SPA,ThinQ AI,True,False,True,False,True,False,True,True,True,False,True,False,False,65.0,False,60.0,True,False,False,False,True,False,True,False,False,False,0.0,False,False,11579.198,10949.494999999999,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
263,Philips,43PFG5102,Série 5100,True,False,False,False,True,True,True,False,False,False,False,True,True,43.0,False,60.0,False,False,True,False,True,True,True,True,62.3,56.2,96.8,19.3,8.6,2406.1440000000002,2506.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
264,AOC,32S5295,False,True,False,False,True,True,True,False,False,False,True,True,False,True,32.0,False,60.0,False,False,True,True,True,True,True,True,47.8,43.2,73.1,16.5,7.7,2108.304,2178.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
265,Samsung,QN75Q950TSGXZD,False,True,True,True,False,True,True,True,True,True,True,True,True,False,75.0,False,120.0,True,True,True,True,True,True,True,False,100.9,94.0,165.4,30.7,1.5,48322.269,48999.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,240.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
266,Philco,PTV32G70SBL,False,True,False,True,True,True,True,True,False,False,False,False,False,True,32.0,False,60.0,False,False,True,True,True,True,True,False,False,False,72.5,False,False,2342.621111111111,2324.07,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
267,Philco,PTV55G71AGBLS,False,True,False,True,True,True,True,True,False,False,False,True,False,True,55.0,True,60.0,True,False,True,True,True,True,True,False,False,False,123.0,False,False,3699.9,3699.9,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
268,Philco,PTV75K90AGIB,Android TV,True,False,True,True,True,True,True,True,False,False,True,False,True,75.0,True,60.0,False,False,True,False,True,False,True,False,96.3,False,167.9,6.5,False,11327.850833333334,12959.9,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,Philco,PH58E20DSG,False,True,False,False,False,False,False,True,False,False,False,False,True,True,58.0,False,60.0,False,False,True,True,True,True,True,True,81.7,76.3,130.0,29.9,9.8,4897.511111111111,4974.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
270,Samsung,QN82Q900RBGXZD,False,True,True,False,False,True,True,True,True,True,True,True,True,False,82.0,False,120.0,True,True,True,True,True,True,True,False,111.7,105.5,183.5,39.8,3.4,44236.994999999995,44824.494999999995,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,240.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
271,Samsung,QN32LS03TBGXZD,The Frame,True,True,True,True,True,True,False,True,False,False,True,False,False,32.0,False,60.0,True,False,True,True,True,False,True,False,45.2,41.9,72.8,14.3,2.4,3825.6666666666665,3699.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,20.0,False
272,Philco,PTV32G60SNBL,False,True,False,False,False,True,True,True,False,False,False,False,False,True,32.0,False,60.0,False,False,False,False,True,False,True,False,False,False,72.4,False,False,1774.404,1813.4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
273,HQ,HQSTV32NY,False,True,False,False,True,True,True,True,False,False,False,False,False,True,32.0,False,60.0,False,False,True,False,True,False,True,False,47.0,False,73.5,19.0,False,1727.904,1799.9,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
274,Philco,PTV39G50S,False,True,False,True,True,True,True,True,False,False,False,False,False,True,39.0,False,60.0,False,False,True,False,True,True,True,False,62.5,False,98.2,14.5,False,2050.78,2087.9,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
275,Britânia,BTV32G70N5CBLH,False,True,False,True,True,True,True,True,False,False,False,False,False,True,32.0,False,60.0,False,False,True,True,True,False,True,False,False,False,72.5,False,False,1734.5330000000001,1719.82,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
276,Britânia,BTV55Q20N5SBL,False,True,False,True,True,True,True,False,False,False,False,False,False,True,55.0,False,60.0,False,False,True,True,True,False,True,False,False,False,1.23,False,False,4624.7525,4999.9,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
277,Philips,40PFL3606D/78,Série 3000,False,False,False,False,False,False,False,False,False,False,False,False,False,40.0,False,False,False,False,False,False,True,False,True,False,61.6,False,98.6,23.6,False,1426.49,1426.49,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
278,Samsung,UN32T4300AGXZD,False,True,True,True,True,True,True,True,False,False,False,True,True,True,32.0,False,60.0,False,True,True,True,True,True,True,False,46.5,43.8,73.7,15.0,7.4,1676.5858333333333,1578.025,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
279,AOC,32S5195,False,True,False,False,False,True,True,True,False,False,True,False,False,True,32.0,False,60.0,False,False,False,True,True,True,True,True,47.6,43.5,73.1,16.7,7.7,1501.6441666666667,1358.0900000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
280,LG,32LM627BPSB,ThinQ AI,True,False,True,False,True,False,True,False,True,False,True,False,True,32.0,False,60.0,True,False,True,True,True,False,True,True,47.2,44.5,74.2,18.0,8.65,1581.8313333333333,1494.45,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
281,LG,32LT330HBSB,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.0,False,60.0,False,False,False,False,True,False,True,False,51.8,False,81.8,14.3,False,1747.0666666666666,1674.45,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
